Gender,Age,YearsCodePro,Country,Salary,EdLevel
Woman,,14.0,Ireland,5405.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,32.0,7.0,Other,24000.0,Some college/university study without earning a degree
Man,29.0,7.0,Belgium,41508.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,31.0,3.0,United States,101000.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,18.0,3.0,Germany,22056.0,Secondary school (if completed)
Man,32.0,10.0,United States,29000.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,31.0,1.0,United States,75000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,26.0,4.0,France,64859.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,28.0,3.0,United States,85000.0,Secondary school (if completed)
Man,28.0,4.0,Spain,31415.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,36.0,6.0,Argentina,38439.0,Associate degree / technical diploma
Man,26.0,3.0,Sri Lanka,1980.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,44.0,22.0,France,51888.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,34.0,14.0,Canada,71850.0,"Professional degree (e.g., JD, MD)"
Man,36.0,16.0,United States,85000.0,Some college/university study without earning a degree
Man,23.0,2.0,India,27923.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,33.0,14.0,United Kingdom,77556.0,Some college/university study without earning a degree
Man,33.0,12.0,Brazil,16493.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,35.0,7.0,Israel,5253.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,23.0,1.0,United States,67000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,36.0,16.0,Germany,71340.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,22.0,3.0,India,12000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,30.0,8.0,Estonia,51888.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,21.0,3.0,Germany,32424.0,Secondary school (if completed)
Woman,,4.0,United States,66000.0,Associate degree / technical diploma
,,8.0,Ireland,79993.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,,1.0,Belgium,38268.0,Primary/elementary school
Man,22.0,3.0,Brazil,22536.0,Secondary school (if completed)
Man,27.0,5.0,South Africa,16008.0,Some college/university study without earning a degree
Man,22.0,1.0,Pakistan,6612.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,31.0,5.0,Russian Federation,12264.0,
Man,29.0,8.0,United States,104000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,26.0,3.0,Other,5208.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,37.0,1.0,Ireland,30267.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Woman,45.0,1.0,France,37834.0,Some college/university study without earning a degree
Man,40.0,7.0,Other,29659.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,30.0,4.0,Brazil,24050.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,24.0,2.0,Italy,20112.0,Secondary school (if completed)
Man,38.0,12.0,Sweden,50928.0,Some college/university study without earning a degree
Man,41.0,16.0,Canada,75631.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,30.0,6.0,United States,60000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,,1.0,Bangladesh,3528.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,34.0,2.0,Chile,25584.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,23.0,4.0,Germany,51888.0,Secondary school (if completed)
Man,48.0,32.0,Brazil,49476.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,29.0,5.0,Netherlands,81074.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,29.0,9.0,Brazil,27492.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Woman,28.0,5.0,Brazil,20616.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,27.0,4.0,Other,33600.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,23.0,1.0,India,1344.0,Secondary school (if completed)
Man,30.0,4.0,Ireland,46752.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,30.0,3.0,Norway,58803.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,34.0,6.0,Israel,80556.0,Some college/university study without earning a degree
Man,53.0,23.0,Finland,75669.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,25.0,3.0,Mexico,15516.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,54.0,34.0,France,30267.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,38.0,12.0,Brazil,5496.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,42.0,20.0,Spain,54049.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,30.0,4.0,Russian Federation,18876.0,Some college/university study without earning a degree
Man,28.0,2.0,United States,105715.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,58.0,30.0,Argentina,36000.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,25.0,4.0,United States,90000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,54.0,33.0,United Kingdom,72385.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,25.0,2.0,Germany,86478.0,Some college/university study without earning a degree
Man,30.0,6.0,Romania,18996.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
"Non-binary, genderqueer, or gender non-conforming",29.0,5.0,United States,91000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,37.0,9.0,Sweden,58908.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,31.0,5.0,Canada,90758.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,25.0,3.0,India,4692.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,25.0,4.0,Canada,78657.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,35.0,15.0,Poland,21264.0,Secondary school (if completed)
Man,31.0,8.0,Italy,25944.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,21.0,4.0,Germany,33732.0,Primary/elementary school
Man,42.0,19.0,Belgium,70264.0,PhD or other doctoral degree
Man,23.0,2.0,Russian Federation,20760.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,22.0,3.0,Slovakia,20760.0,Secondary school (if completed)
Man,24.0,1.0,Bangladesh,9888.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,20.0,2.0,United States,50000.0,Secondary school (if completed)
Man,32.0,,United States,80000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,26.0,5.0,Other,8676.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,39.0,15.0,United Kingdom,108576.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,26.0,5.0,Estonia,45396.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,29.0,1.0,Poland,30372.0,Secondary school (if completed)
Man,27.0,3.0,United States,85000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,31.0,10.0,Poland,54060.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,47.0,18.0,United States,60000.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,,10.0,Argentina,15576.0,Some college/university study without earning a degree
Man,,10.0,Canada,73362.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,23.0,2.0,Other,5784.0,Primary/elementary school
Man,47.0,20.0,Other,27564.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,32.0,7.0,Canada,83194.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,35.0,10.0,South Africa,25620.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,29.0,1.0,United States,45000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,23.0,3.0,Turkey,17748.0,Associate degree / technical diploma
Man,26.0,2.0,Brazil,6600.0,Secondary school (if completed)
Man,33.0,20.0,Turkey,82182.0,Secondary school (if completed)
Woman,28.0,3.0,United States,90000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Woman,41.0,14.0,Canada,98321.0,Some college/university study without earning a degree
Woman,36.0,11.0,Bulgaria,30216.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Woman,30.0,1.0,Netherlands,33732.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,27.0,4.0,United States,80000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,29.0,7.0,Brazil,16264.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,28.0,4.0,Poland,41844.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,33.0,6.0,Germany,67021.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,45.0,21.0,Brazil,21996.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,29.0,6.0,Brazil,54972.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Woman,,3.0,Other,9192.0,Secondary school (if completed)
Man,22.0,2.0,Spain,25944.0,
Man,23.0,3.0,Brazil,6876.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,20.0,1.0,Poland,12756.0,Secondary school (if completed)
Man,43.0,12.0,Serbia,89100.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,32.0,12.0,Switzerland,101649.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,25.0,5.0,Brazil,24744.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,49.0,20.0,United States,80.0,Some college/university study without earning a degree
Man,27.0,1.0,Romania,32568.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,32.0,8.0,United States,57000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Woman,27.0,7.0,Ukraine,48000.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,27.0,3.0,India,16894.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,23.0,3.0,Brazil,9348.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Woman,23.0,1.0,United States,70000.0,Some college/university study without earning a degree
Man,24.0,1.0,Ireland,43239.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,22.0,3.0,United States,78000.0,Secondary school (if completed)
Man,30.0,9.0,Germany,108098.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,18.0,4.0,United States,70000.0,Some college/university study without earning a degree
Man,34.0,10.0,Italy,32429.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,28.0,2.0,Germany,41508.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,22.0,1.0,Finland,24648.0,Secondary school (if completed)
Man,27.0,3.0,United States,83949.0,Associate degree / technical diploma
Man,22.0,1.0,Canada,41600.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,24.0,1.0,Other,5004.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,30.0,2.0,Ukraine,30000.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,38.0,5.0,United States,90000.0,Some college/university study without earning a degree
Man,22.0,1.0,United States,75000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,23.0,3.0,France,35672.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,31.0,4.0,Denmark,76416.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,24.0,4.0,United States,94600.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,38.0,13.0,Other,18000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,31.0,6.0,United States,56000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,32.0,5.0,Turkey,19728.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,41.0,10.0,Czech Republic,28584.0,Secondary school (if completed)
Man,24.0,3.0,Other,0.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,29.0,7.0,Ukraine,44040.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Woman,24.0,3.0,Ukraine,1464.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,,1.0,United Kingdom,72385.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,23.0,5.0,Ukraine,65000.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,52.0,14.0,Other,35364.0,Some college/university study without earning a degree
Man,45.0,25.0,United Kingdom,82726.0,Some college/university study without earning a degree
Man,28.0,4.0,India,12564.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,44.0,23.0,United Kingdom,71810.0,Some college/university study without earning a degree
Man,39.0,10.0,Other,6996.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,33.0,4.0,Germany,77831.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,73.0,40.0,Croatia,29050.0,"Professional degree (e.g., JD, MD)"
Man,34.0,11.0,Brazil,41232.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,25.0,3.0,Brazil,16488.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,28.0,4.0,Other,10800.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,38.0,12.0,Sweden,50928.0,Some college/university study without earning a degree
Man,45.0,10.0,Ukraine,12240.0,"Professional degree (e.g., JD, MD)"
Man,39.0,13.0,Netherlands,71340.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,28.0,3.0,Other,10644.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,39.0,15.0,Argentina,48000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,44.0,15.0,Argentina,29196.0,
Man,29.0,8.0,United States,101000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,23.0,1.0,United States,65000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,55.0,30.0,Canada,107396.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,26.0,2.0,United States,72000.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,33.0,3.0,Romania,51564.0,Some college/university study without earning a degree
Man,29.0,1.0,United States,83720.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,39.0,16.0,United Kingdom,96945.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,23.0,2.0,India,9494.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,32.0,11.0,United Kingdom,90482.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,30.0,6.0,Russian Federation,39636.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,28.0,7.0,Other,12420.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,27.0,3.0,Canada,47421.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,52.0,31.0,Canada,105884.0,Some college/university study without earning a degree
Man,39.0,18.0,Romania,84132.0,Some college/university study without earning a degree
Man,,3.0,Brazil,13740.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,34.0,2.0,United States,49000.0,PhD or other doctoral degree
Man,29.0,5.0,Netherlands,46704.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,26.0,3.0,Other,13884.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,46.0,25.0,United Kingdom,71093.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,42.0,20.0,United Kingdom,84019.0,Secondary school (if completed)
Man,31.0,8.0,Canada,64287.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,34.0,8.0,Netherlands,59454.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,37.0,14.0,Other,23316.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,38.0,15.0,Finland,102480.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,27.0,3.0,Chile,25584.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,27.0,10.0,Brazil,46728.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,23.0,2.0,Sri Lanka,7908.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,22.0,3.0,Colombia,7068.0,Some college/university study without earning a degree
Man,33.0,11.0,Argentina,62400.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,36.0,12.0,Romania,5976.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,26.0,2.0,India,3348.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,25.0,8.0,Brazil,12876.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,22.0,2.0,Brazil,11268.0,Some college/university study without earning a degree
Man,,,Pakistan,1560.0,Associate degree / technical diploma
Man,34.0,2.0,Belgium,60060.0,Some college/university study without earning a degree
Man,27.0,2.0,Brazil,4668.0,Some college/university study without earning a degree
Woman,,10.0,Brazil,12648.0,
Woman,27.0,1.0,United States,38400.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,30.0,5.0,Serbia,14868.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,30.0,8.0,Germany,59454.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,22.0,2.0,Spain,17188.0,Associate degree / technical diploma
Man,28.0,3.0,Poland,51636.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,22.0,3.0,Argentina,19464.0,Secondary school (if completed)
Man,25.0,6.0,Mexico,25860.0,Associate degree / technical diploma
Man,20.0,1.0,Italy,14100.0,
Woman,26.0,8.0,United States,90000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,31.0,1.0,Finland,24648.0,Some college/university study without earning a degree
Man,32.0,1.0,Lithuania,33732.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,28.0,6.0,Sweden,68724.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,35.0,14.0,United Kingdom,47826.0,Secondary school (if completed)
Man,34.0,2.0,Sweden,38052.0,Associate degree / technical diploma
Man,27.0,2.0,Portugal,14268.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,33.0,10.0,India,15358.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,21.0,1.0,Colombia,3456.0,Some college/university study without earning a degree
Woman,37.0,1.0,Argentina,10212.0,Some college/university study without earning a degree
Man,49.0,20.0,Italy,43239.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,27.0,3.0,Sweden,45408.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,25.0,1.0,Slovakia,20760.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,37.0,7.0,Brazil,26112.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
"Non-binary, genderqueer, or gender non-conforming",22.0,3.0,Brazil,10992.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,45.0,5.0,India,40489.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,27.0,3.0,Other,12000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,,25.0,Denmark,95520.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,31.0,9.0,United States,88000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,25.0,1.0,Finland,40212.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,24.0,1.0,India,3348.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,30.0,8.0,United States,100000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,29.0,6.0,Spain,36753.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,31.0,6.0,Canada,55967.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,25.0,4.0,United States,103000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,30.0,7.0,Belgium,29184.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,27.0,3.0,Brazil,6876.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,32.0,5.0,United States,80000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,45.0,20.0,Argentina,13620.0,"Professional degree (e.g., JD, MD)"
Man,30.0,6.0,United States,84000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,50.0,20.0,Canada,98321.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,28.0,5.0,Belgium,43452.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,32.0,5.0,Netherlands,77832.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,22.0,5.0,Estonia,42804.0,Secondary school (if completed)
Man,26.0,5.0,Czech Republic,49368.0,Some college/university study without earning a degree
Man,27.0,2.0,Italy,20496.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,40.0,16.0,Colombia,42082.0,"Professional degree (e.g., JD, MD)"
Man,33.0,8.0,Other,18600.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,24.0,3.0,Lithuania,24648.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,24.0,2.0,Canada,55211.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,26.0,5.0,Brazil,11544.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,26.0,4.0,Other,48000.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,28.0,6.0,Poland,45550.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Woman,32.0,10.0,South Africa,36024.0,Some college/university study without earning a degree
Man,19.0,3.0,Brazil,10992.0,Secondary school (if completed)
Man,30.0,7.0,United Kingdom,38778.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,25.0,3.0,Canada,60505.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,32.0,6.0,Chile,27852.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,23.0,1.0,United States,30000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Woman,45.0,24.0,South Africa,48036.0,Some college/university study without earning a degree
Man,33.0,10.0,United Kingdom,81433.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,23.0,5.0,Brazil,16488.0,Associate degree / technical diploma
Man,35.0,20.0,United Kingdom,77556.0,Secondary school (if completed)
Man,26.0,1.0,United States,80000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,,20.0,Italy,51887.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,33.0,10.0,Poland,75937.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,22.0,3.0,United Kingdom,43431.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,43.0,33.0,France,64859.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,23.0,4.0,Other,8760.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,35.0,12.0,Russian Federation,24540.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,48.0,8.0,Brazil,41232.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,25.0,3.0,Canada,40085.0,Associate degree / technical diploma
Man,,2.0,Turkey,9864.0,Associate degree / technical diploma
Man,29.0,7.0,Spain,32429.0,"Professional degree (e.g., JD, MD)"
"Non-binary, genderqueer, or gender non-conforming",26.0,5.0,United States,84000.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,22.0,1.0,United States,36000.0,Some college/university study without earning a degree
Man,28.0,3.0,Iran,15672.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,50.0,19.0,United Kingdom,64630.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,25.0,3.0,Pakistan,7632.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,26.0,1.0,Chile,10536.0,Some college/university study without earning a degree
Man,27.0,6.0,Other,20400.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Woman,24.0,4.0,Brazil,17316.0,Associate degree / technical diploma
Man,,10.0,Brazil,27492.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,24.0,8.0,Argentina,15576.0,Secondary school (if completed)
Man,36.0,14.0,Poland,57708.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,28.0,10.0,Poland,60744.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,35.0,10.0,Pakistan,11350.0,Some college/university study without earning a degree
Man,41.0,2.0,Canada,55211.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,34.0,10.0,Ukraine,9792.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,26.0,5.0,Brazil,10692.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,26.0,4.0,United Kingdom,38778.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,34.0,26.0,Sweden,45408.0,Secondary school (if completed)
Man,22.0,3.0,Austria,32424.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,37.0,2.0,United Kingdom,38778.0,PhD or other doctoral degree
Woman,26.0,1.0,Other,48912.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,23.0,4.0,Colombia,17652.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,46.0,20.0,Turkey,15780.0,Associate degree / technical diploma
Man,26.0,2.0,Brazil,18420.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,,12.0,Ireland,92964.0,Some college/university study without earning a degree
Man,37.0,3.0,United States,65000.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,28.0,6.0,France,52968.0,PhD or other doctoral degree
Man,31.0,18.0,United Kingdom,64630.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,,25.0,Canada,56723.0,PhD or other doctoral degree
Man,26.0,4.0,Colombia,11472.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,39.0,3.0,United States,52000.0,No formal education
Man,23.0,4.0,United States,100000.0,Some college/university study without earning a degree
Man,20.0,1.0,Brazil,2748.0,Secondary school (if completed)
Man,31.0,10.0,Poland,51888.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,,8.0,Turkey,21696.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,36.0,11.0,Argentina,25000.0,Some college/university study without earning a degree
Man,29.0,5.0,United Kingdom,87.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,29.0,2.0,Turkey,8880.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,23.0,3.0,Netherlands,33084.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
Man,32.0,6.0,India,30716.0,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
Man,29.0,6.0,Other,8676.0,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
